id,gender,age,active,Seniority,Income,Funds,Taxes,Credit_Card,Securities,particular,Saving,Loans,Payroll,km,km_n,age_C,Seniority_C,Income_C
594560,H,43,1,124,12.319,0,1,1,0,0,0,0,0,叢集-3,3,3,4,4
594557,V,38,1,124,11.734,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
594555,V,39,1,124,11.926,0,1,1,0,0,0,0,0,叢集-3,3,3,4,3
594553,V,61,1,124,11.659,0,0,0,0,1,0,1,0,叢集-3,3,4,4,3
594552,H,71,0,124,11.892,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
594546,H,57,0,124,12.19,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
594542,H,33,0,124,11.275,0,0,0,0,1,0,1,0,叢集-1,1,3,4,3
594533,V,75,0,124,11.917,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
594532,H,49,0,124,11.224,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
594531,V,38,1,124,11.473,0,1,0,0,0,0,0,0,叢集-2,2,3,4,3
594528,H,48,0,124,10.853,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
594522,H,49,1,124,12.048,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
594516,H,62,1,123,11.89,0,0,0,0,0,0,1,0,叢集-2,2,4,4,3
594299,V,49,0,124,11.243,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
594369,V,28,1,124,12.642,0,0,0,0,1,0,1,1,叢集-1,1,2,4,5
1115144,V,36,0,40,11.157,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1113186,H,23,0,41,10.872,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113188,H,65,0,41,12.693,0,0,0,0,0,0,0,0,叢集-2,2,4,2,5
1113564,V,23,1,41,11.9,0,0,0,0,0,1,0,0,叢集-1,1,2,2,3
1113562,V,30,1,41,12.235,0,0,0,1,0,0,0,1,叢集-1,1,2,2,4
1113559,H,54,1,41,12.104,0,1,0,0,0,0,0,1,叢集-2,2,4,2,4
1113558,V,47,1,41,11.046,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1113557,V,37,0,41,11.465,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113554,H,65,1,41,12.028,1,0,0,1,0,0,0,0,叢集-2,2,4,2,3
1113566,H,27,1,41,11.001,0,0,0,0,0,1,0,0,叢集-1,1,2,2,2
1113546,V,27,0,41,12.171,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1113542,H,59,1,41,11.609,0,1,0,0,0,0,0,0,叢集-2,2,4,2,3
1113541,H,33,1,41,10.916,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1113537,V,36,1,41,11.553,0,1,0,0,0,0,0,0,叢集-1,1,3,2,3
1113535,H,38,1,41,11.798,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113531,H,43,1,41,12.23,0,0,0,0,0,0,0,1,叢集-2,2,3,2,4
1113530,H,43,1,41,11.713,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1113529,V,34,1,41,10.991,0,0,0,0,0,1,0,0,叢集-1,1,3,2,2
1113548,H,53,1,41,12.007,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113571,V,47,1,41,10.434,0,0,0,0,0,0,0,1,叢集-2,2,4,2,1
1113611,V,30,1,41,11.816,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
1113610,V,34,1,41,11.646,0,1,0,0,0,0,0,1,叢集-1,1,3,2,3
1113607,V,58,0,41,11.142,0,1,0,0,0,0,0,0,叢集-2,2,4,2,2
1113606,V,38,1,41,11.572,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113605,V,36,1,37,12.162,0,1,0,0,0,0,0,1,叢集-1,1,3,2,4
1113604,H,54,1,41,12.218,0,0,0,0,0,0,0,1,叢集-2,2,4,2,4
1113602,V,42,1,41,11.23,0,0,0,0,0,0,0,0,叢集-2,2,3,2,2
1113600,V,48,1,30,12.149,0,0,0,0,0,0,0,0,叢集-2,2,4,2,4
1113570,H,56,1,41,11.408,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113598,H,43,1,41,11.979,0,0,0,1,0,0,0,0,叢集-2,2,3,2,3
1113594,V,41,1,41,11.165,0,0,0,0,0,0,0,0,叢集-2,2,3,2,2
1113592,V,65,0,41,11.639,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113591,V,40,1,41,11.814,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
594358,H,48,1,124,11.174,0,0,1,0,0,0,0,1,叢集-2,2,4,4,2
594352,H,30,1,34,11.705,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
594346,V,60,0,124,11.638,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
594341,H,70,0,124,12.097,0,0,0,0,0,0,0,0,叢集-3,3,5,4,4
594331,V,50,1,124,11.918,0,1,0,0,0,0,0,0,叢集-3,3,4,4,3
594328,H,49,1,124,11.793,0,0,0,0,1,0,1,0,叢集-3,3,4,4,3
594314,V,45,1,124,11.829,0,0,0,1,0,0,0,0,叢集-3,3,3,4,3
594313,V,46,1,68,11.929,0,0,0,0,1,0,0,0,叢集-2,2,4,3,3
594306,H,70,1,124,11.464,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
594305,H,38,1,124,10.812,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
594338,H,45,1,124,11.603,0,0,0,0,1,0,0,1,叢集-2,2,3,4,3
594381,H,51,0,124,12.873,0,0,0,0,1,0,1,0,叢集-3,3,4,4,5
594430,H,38,1,124,12.228,0,0,0,0,0,0,0,0,叢集-3,3,3,4,4
594429,H,40,1,124,11.718,0,0,0,1,0,0,0,0,叢集-3,3,3,4,3
594418,V,48,1,124,11.265,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
594416,V,46,0,124,11.651,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
594412,V,40,1,124,11.143,0,0,1,0,1,0,0,1,叢集-2,2,3,4,2
594410,H,62,0,124,12.192,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
594395,V,49,1,124,12.12,0,1,0,0,0,0,0,1,叢集-3,3,4,4,4
594389,V,48,1,124,12.444,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
594385,V,43,1,124,11.629,0,0,0,0,1,0,0,0,叢集-2,2,3,4,3
594382,H,37,1,124,12.317,0,0,0,0,0,0,0,1,叢集-3,3,3,4,4
594435,V,45,1,124,12.393,1,0,0,0,0,0,0,0,叢集-3,3,3,4,4
593006,H,43,0,124,11.868,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
593004,V,57,1,124,12.313,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
591578,V,38,1,124,11.268,0,0,1,1,0,0,0,1,叢集-2,2,3,4,3
591574,H,41,1,124,10.997,0,0,0,0,1,0,0,0,叢集-2,2,3,4,2
591572,V,40,1,124,11.954,0,1,0,0,1,0,0,0,叢集-3,3,3,4,3
591571,V,48,1,124,12.24,0,1,0,0,1,0,0,1,叢集-3,3,4,4,4
591570,V,41,1,124,11.182,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
591566,H,43,0,124,11.8,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
591564,V,43,1,124,11.8,0,0,1,0,0,0,0,0,叢集-3,3,3,4,3
591548,H,43,1,124,10.779,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
591580,V,37,1,124,11.259,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
591535,V,21,1,124,13.395,0,0,0,0,0,0,0,0,叢集-1,1,1,4,5
591532,V,42,1,124,12.555,0,1,0,0,1,1,0,0,叢集-3,3,3,4,5
591519,V,48,1,90,11.65,0,0,0,0,1,0,0,0,叢集-2,2,4,3,3
591517,H,43,1,124,10.942,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
591512,H,40,0,124,12.252,0,0,0,0,0,0,0,0,叢集-3,3,3,4,4
591541,H,39,0,124,11.846,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
591588,H,42,1,35,11.614,0,0,0,0,0,1,0,1,叢集-2,2,3,2,3
591631,H,35,1,124,11.819,0,1,1,0,0,0,0,0,叢集-3,3,3,4,3
591630,V,44,1,124,12.328,0,0,0,0,0,0,0,0,叢集-3,3,3,4,4
591629,H,44,1,122,12.316,0,0,1,0,0,0,0,0,叢集-2,2,3,4,4
591620,H,65,1,124,13.354,0,0,0,0,1,1,1,0,叢集-3,3,4,4,5
591615,H,65,1,124,11.676,0,0,0,0,1,0,1,0,叢集-3,3,4,4,3
591614,H,37,1,124,11.885,0,0,0,0,1,0,1,0,叢集-3,3,3,4,3
591612,H,46,1,54,11.226,0,0,0,0,0,0,0,1,叢集-2,2,4,3,2
591611,V,47,1,124,11.226,0,0,0,0,1,0,1,0,叢集-2,2,4,4,2
591599,V,50,1,124,12.229,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
591596,V,33,1,124,13.261,0,0,1,1,1,1,1,0,叢集-3,3,3,4,5
591592,H,37,1,124,11.72,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
591590,H,20,1,124,12.396,0,0,0,0,0,0,0,0,叢集-1,1,1,4,4
591609,H,46,1,124,11.817,0,1,0,0,0,0,0,1,叢集-3,3,4,4,3
591501,H,65,1,124,12.244,0,0,0,0,1,0,1,0,叢集-3,3,4,4,4
591436,H,44,1,124,10.73,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
591435,H,41,1,124,11.567,0,0,1,0,1,0,1,0,叢集-2,2,3,4,3
1113589,V,25,1,41,10.772,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113588,H,36,0,41,11.023,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1113581,V,54,1,41,11.978,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113578,H,54,1,41,11.533,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113527,V,48,1,41,11.308,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113525,V,44,1,41,10.797,0,0,0,0,0,0,0,0,叢集-2,2,3,2,2
1113474,V,58,1,41,11.312,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113473,H,28,1,41,12.947,0,0,0,0,0,0,0,0,叢集-1,1,2,2,5
1113469,V,41,1,41,11.275,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1113465,V,41,1,41,12.042,0,0,1,1,0,0,0,0,叢集-2,2,3,2,3
1113459,V,48,1,41,11.317,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113476,V,45,0,41,11.7,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1113458,H,34,1,41,10.776,0,0,1,0,0,0,0,0,叢集-1,1,3,2,2
1113452,H,59,0,41,11.555,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113449,V,36,0,41,11.557,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113445,H,37,1,41,11.712,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113438,V,26,0,41,12.289,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1113435,V,59,1,41,11.88,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113479,V,42,1,41,11.544,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1113481,V,36,0,41,11.328,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113515,V,56,1,41,11.549,0,0,0,0,0,1,0,0,叢集-2,2,4,2,3
1113513,V,42,1,41,11.794,0,0,0,0,0,0,0,0,叢集-2,2,3,2,3
1113511,V,31,1,41,12.408,0,0,1,0,0,0,0,0,叢集-1,1,3,2,4
1113507,V,45,1,41,11.839,0,1,0,0,0,1,0,0,叢集-2,2,3,2,3
1113506,V,49,1,41,11.763,0,1,0,0,0,0,0,0,叢集-2,2,4,2,3
1113505,V,28,0,41,12.184,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1113504,V,50,0,41,11.809,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113502,V,46,0,41,12.137,0,0,0,0,0,0,0,0,叢集-2,2,4,2,4
1113501,V,32,0,41,11.982,0,1,0,0,0,0,0,0,叢集-1,1,3,2,3
1113498,V,54,1,41,11.22,0,0,0,0,0,0,0,0,叢集-2,2,4,2,2
1113495,H,25,0,41,11.415,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113494,V,46,0,41,11.531,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113490,H,52,1,41,11.51,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113487,H,47,1,41,12.386,0,0,0,0,0,0,0,0,叢集-2,2,4,2,4
1113486,V,26,1,41,11.066,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113483,V,57,1,41,12.176,0,0,0,0,0,0,0,1,叢集-2,2,4,2,4
1113612,V,41,1,41,12.284,0,0,0,0,0,0,0,0,叢集-2,2,3,2,4
1113615,V,46,0,41,11.756,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113616,H,54,0,41,11.964,0,0,0,0,0,0,0,0,叢集-2,2,4,2,3
1113722,H,25,0,41,11.401,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113720,H,25,0,41,10.975,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113719,H,27,0,41,12.385,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1113718,V,28,0,41,12.23,0,0,0,0,0,0,0,0,叢集-1,1,2,2,4
1113717,H,25,0,41,10.958,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113715,V,25,0,41,11.397,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113714,H,24,0,41,11.753,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113713,V,30,0,41,11.395,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113723,V,26,0,41,11.389,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113710,H,24,1,41,11.728,0,0,0,0,0,0,0,1,叢集-1,1,2,2,3
1113708,V,25,0,41,10.865,0,0,0,0,0,0,0,0,叢集-1,1,2,2,2
1113707,H,36,0,41,11.277,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113705,V,34,0,41,11.238,0,0,0,0,0,0,0,0,叢集-1,1,3,2,2
1113704,V,35,0,41,11.544,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113703,H,24,0,41,11.697,0,0,0,0,0,0,0,0,叢集-1,1,2,2,3
1113702,H,32,0,41,11.413,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
1113701,V,38,0,41,11.686,0,0,0,0,0,0,0,0,叢集-1,1,3,2,3
594046,H,43,1,123,11.587,0,1,0,0,0,0,0,0,叢集-2,2,3,4,3
594043,H,47,1,124,11.556,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
594036,V,74,1,124,10.855,0,0,0,0,1,1,1,0,叢集-2,2,5,4,2
594032,H,42,1,78,11.599,0,1,0,0,0,0,0,1,叢集-2,2,3,3,3
594027,V,52,1,124,11.353,0,0,0,1,0,0,0,0,叢集-2,2,4,4,3
594024,H,49,1,124,11.745,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
594023,V,31,1,124,11.98,0,0,0,0,0,0,0,1,叢集-1,1,3,4,3
594021,V,41,0,115,10.953,0,0,0,0,0,0,0,0,叢集-2,2,3,3,2
594009,V,57,1,124,11.63,0,0,0,0,0,0,0,1,叢集-3,3,4,4,3
594006,V,68,0,124,11.957,0,0,0,0,1,0,1,0,叢集-3,3,5,4,3
593993,V,42,1,124,11.506,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593992,V,73,0,124,12.032,0,0,0,0,1,0,1,0,叢集-3,3,5,4,3
593928,H,33,1,124,11.626,0,1,0,0,1,1,0,1,叢集-1,1,3,4,3
593927,V,25,1,62,11.399,0,0,0,0,0,0,0,1,叢集-1,1,2,3,3
593919,H,42,1,124,11.938,0,0,1,0,0,0,0,1,叢集-3,3,3,4,3
593801,V,71,0,124,12.343,0,0,0,0,0,0,0,0,叢集-3,3,5,4,4
593797,H,65,1,124,11.979,0,0,0,0,1,0,0,0,叢集-3,3,4,4,3
593795,V,54,0,124,11.291,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
593794,V,63,1,124,11.723,0,0,1,0,0,0,0,1,叢集-3,3,4,4,3
593793,H,21,1,124,11.798,0,0,0,0,0,0,0,0,叢集-1,1,1,4,3
593791,H,44,1,124,11.062,0,1,0,0,0,0,0,0,叢集-2,2,3,4,2
593790,H,55,0,117,10.602,0,0,0,0,1,0,1,0,叢集-2,2,4,3,1
593788,H,19,0,124,11.672,0,0,0,0,0,0,0,0,叢集-1,1,1,4,3
593787,H,48,1,124,11.758,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
593783,V,71,0,122,11.862,0,0,0,0,1,0,1,0,叢集-2,2,5,4,3
593782,H,69,0,122,11.862,0,0,0,0,1,0,1,0,叢集-2,2,5,4,3
593781,V,35,1,124,11.498,0,1,1,0,1,0,1,1,叢集-2,2,3,4,3
593774,V,47,1,99,11.713,0,0,0,0,0,0,0,0,叢集-2,2,4,3,3
593773,H,43,1,124,11.557,0,1,0,0,0,0,0,1,叢集-2,2,3,4,3
593768,V,30,1,124,12.579,1,1,0,0,1,0,0,1,叢集-1,1,2,4,5
593786,H,54,1,124,12.362,0,0,0,0,0,1,0,0,叢集-3,3,4,4,4
593811,V,38,0,124,11.838,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
593816,H,65,1,124,11.098,0,1,0,0,1,0,1,0,叢集-2,2,4,4,2
593817,V,42,1,9,11.589,0,1,1,0,0,0,0,1,叢集-1,1,3,1,3
593910,H,37,1,124,10.808,0,0,0,0,0,0,1,0,叢集-2,2,3,4,2
593888,V,43,1,106,11.711,0,0,0,0,0,0,0,1,叢集-2,2,3,3,3
593861,V,39,1,36,12.076,0,0,0,0,0,1,0,0,叢集-1,1,3,2,4
593854,H,38,1,124,11.15,0,0,1,0,0,1,0,1,叢集-2,2,3,4,2
593850,H,59,1,124,12.069,0,0,1,0,1,0,1,0,叢集-3,3,4,4,4
593848,H,67,1,124,11.649,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
593846,H,39,1,124,11.628,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593840,H,67,1,124,12.095,0,0,0,0,1,0,1,0,叢集-3,3,5,4,4
593828,V,20,1,124,12.075,0,0,0,0,0,0,0,0,叢集-1,1,1,4,4
593826,V,77,0,124,11.054,0,0,0,0,0,0,0,0,叢集-2,2,5,4,2
593825,V,20,0,124,12.075,0,0,0,0,0,0,0,0,叢集-1,1,1,4,4
593824,V,69,0,124,12.186,0,0,0,0,0,0,0,0,叢集-3,3,5,4,4
593823,V,48,1,112,12.122,0,0,0,0,0,0,0,0,叢集-2,2,4,3,4
593822,H,78,0,124,12.299,0,0,0,0,0,0,0,0,叢集-3,3,5,4,4
594051,V,69,1,124,11.279,0,0,1,0,1,0,0,0,叢集-2,2,5,4,3
593496,H,63,1,124,10.801,0,0,0,0,1,0,1,0,叢集-2,2,4,4,2
593162,V,47,1,124,11.769,0,0,1,0,0,0,0,0,叢集-3,3,4,4,3
593161,V,45,1,124,12.614,1,0,0,0,0,0,0,0,叢集-3,3,3,4,5
593158,H,54,0,124,11.706,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
593157,H,67,1,124,11.759,0,0,0,0,0,1,0,0,叢集-3,3,5,4,3
593156,V,74,1,124,11.759,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
593154,V,41,1,124,10.857,0,1,1,0,0,1,0,1,叢集-2,2,3,4,2
593173,H,39,1,124,11.068,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
593148,V,44,1,124,11.527,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593145,V,40,1,124,12.621,0,0,0,0,0,0,0,1,叢集-3,3,3,4,5
593144,H,48,1,117,11.866,0,0,0,1,0,1,0,0,叢集-2,2,4,3,3
593142,H,43,1,124,10.992,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
593139,V,42,1,123,12.301,0,0,1,0,1,0,1,0,叢集-2,2,3,4,4
593138,V,47,1,124,12.162,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
593135,V,54,1,124,11.851,0,0,1,0,1,0,0,0,叢集-3,3,4,4,3
593133,V,46,0,124,11.601,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
593146,V,50,1,124,10.909,0,1,0,0,1,0,1,0,叢集-2,2,4,4,2
593128,V,41,1,124,10.974,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
593176,V,50,1,124,11.412,0,1,0,0,1,0,1,0,叢集-2,2,4,4,3
593241,H,61,0,124,11.132,0,0,0,0,1,0,1,0,叢集-2,2,4,4,2
593238,H,38,0,124,11.211,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
593237,V,40,1,124,11.223,0,0,1,0,1,0,0,1,叢集-2,2,3,4,2
593236,V,56,1,124,12.251,0,1,0,0,0,0,0,0,叢集-3,3,4,4,4
591434,H,63,0,124,10.8,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
591419,H,35,0,124,11.487,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
591406,H,59,1,124,10.093,0,0,0,0,0,0,0,0,叢集-2,2,4,4,1
591404,H,45,1,121,12.623,0,1,0,0,0,0,0,0,叢集-2,2,3,4,5
591396,V,28,1,88,11.887,0,1,1,0,1,0,0,0,叢集-1,1,2,3,3
591437,H,43,0,124,11.52,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
591390,V,44,1,124,11.311,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
591387,V,44,1,124,13.816,0,1,0,0,1,0,0,1,叢集-3,3,3,4,5
591386,H,58,0,95,11.768,0,0,0,0,0,0,0,0,叢集-2,2,4,3,3
591384,V,63,1,124,10.92,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
591383,V,43,0,124,12.146,0,0,0,0,1,0,1,0,叢集-3,3,3,4,4
591382,H,41,1,124,12.289,0,0,0,0,0,0,0,0,叢集-3,3,3,4,4
591378,V,56,1,124,11.93,0,0,0,0,1,0,1,0,叢集-3,3,4,4,3
591377,V,67,0,124,11.625,0,0,0,0,0,0,0,0,叢集-3,3,5,4,3
591376,H,40,1,124,11.093,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
591391,V,42,0,124,11.042,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
591439,V,48,1,124,12.906,0,1,0,0,0,0,0,0,叢集-3,3,4,4,5
591441,V,43,0,124,11.234,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
591497,V,39,1,113,10.431,0,1,0,0,0,0,0,0,叢集-2,2,3,3,1
591488,H,39,1,124,11.67,0,0,0,0,1,1,0,1,叢集-3,3,3,4,3
591486,H,40,1,101,11.872,0,0,0,0,0,0,0,0,叢集-2,2,3,3,3
591484,V,57,1,124,11.442,1,0,0,0,0,0,0,0,叢集-2,2,4,4,3
591483,V,31,0,124,11.411,0,0,0,0,1,0,1,0,叢集-1,1,3,4,3
591481,H,44,1,124,11.742,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
591477,H,40,1,124,11.143,0,1,0,0,1,0,1,0,叢集-2,2,3,4,2
591474,H,55,1,124,12.137,0,0,0,0,0,1,0,0,叢集-3,3,4,4,4
591470,H,58,1,124,11.937,0,0,0,0,0,0,0,1,叢集-3,3,4,4,3
591463,H,39,0,124,11.687,0,0,0,0,1,0,1,0,叢集-3,3,3,4,3
591462,H,40,1,124,11.557,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
591460,V,46,1,124,12.182,0,1,1,0,0,0,0,1,叢集-3,3,4,4,4
591455,H,30,1,124,11.899,0,0,0,0,0,0,0,0,叢集-1,1,2,4,3
591454,V,20,0,124,11.129,0,0,0,0,0,0,0,0,叢集-1,1,1,4,2
591453,H,33,1,124,11.836,1,0,0,0,0,0,0,1,叢集-1,1,3,4,3
593230,V,64,1,124,14.112,0,0,1,1,0,0,0,0,叢集-3,3,4,4,5
593229,H,30,0,124,11.114,0,0,0,0,1,0,1,0,叢集-1,1,2,4,2
593227,V,45,1,124,11.3,0,0,1,0,1,0,0,1,叢集-2,2,3,4,3
593224,V,44,0,124,11.023,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
593178,H,36,1,124,12.032,0,1,0,0,0,0,0,1,叢集-3,3,3,4,3
593223,H,46,1,124,11.274,0,0,0,0,1,0,1,0,叢集-2,2,4,4,3
593220,H,35,1,124,11.27,0,0,0,0,0,0,0,1,叢集-2,2,3,4,3
593216,H,45,1,124,12.238,0,0,0,0,1,0,1,0,叢集-3,3,3,4,4
593215,V,48,1,124,11.542,0,0,0,0,0,1,0,0,叢集-2,2,4,4,3
593213,H,52,1,124,11.046,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
593187,V,21,1,124,12.321,0,0,0,0,0,0,0,0,叢集-1,1,1,4,4
593184,V,32,1,124,14.662,0,1,0,0,0,0,0,0,叢集-3,3,3,4,5
593182,V,56,1,124,11.291,0,0,0,1,1,0,0,0,叢集-2,2,4,4,3
593180,V,54,0,124,11.669,0,0,0,0,0,0,0,0,叢集-3,3,4,4,3
593222,V,58,1,124,11.99,0,0,0,0,1,0,1,0,叢集-3,3,4,4,3
593127,V,31,0,124,12.862,0,0,0,0,1,0,1,0,叢集-1,1,3,4,5
593053,V,41,1,124,11.658,0,0,0,0,1,1,1,0,叢集-3,3,3,4,3
593050,V,54,1,124,11.91,0,0,0,0,0,1,0,0,叢集-3,3,4,4,3
593048,V,40,1,124,11.033,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
593046,H,73,0,123,12.17,0,0,0,0,0,0,0,0,叢集-2,2,5,4,4
593043,V,68,0,124,11.075,0,0,0,0,0,0,0,0,叢集-2,2,5,4,2
593041,H,74,1,112,11.885,0,0,0,0,0,0,0,0,叢集-2,2,5,3,3
593058,H,55,0,124,10.997,0,0,0,0,0,0,0,0,叢集-2,2,4,4,2
593033,V,73,1,124,13.794,0,0,0,0,1,0,1,0,叢集-3,3,5,4,5
593024,V,42,0,124,11.553,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593022,H,39,1,124,11.322,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593020,H,35,0,124,11.38,0,0,0,0,0,0,0,0,叢集-2,2,3,4,3
593018,H,36,1,124,12.075,0,0,0,0,0,0,0,0,叢集-3,3,3,4,4
593017,V,39,0,124,10.715,0,0,0,0,0,0,0,0,叢集-2,2,3,4,2
593070,H,43,1,124,11.965,0,0,1,0,1,0,0,1,叢集-3,3,3,4,3
591451,V,64,1,81,11.806,0,0,0,0,0,1,0,0,叢集-2,2,4,3,3
591450,V,23,1,124,11.129,0,0,0,0,0,0,0,0,叢集-1,1,2,4,2
591449,H,39,0,124,12.417,0,0,0,0,1,0,1,0,叢集-3,3,3,4,4
591448,V,40,0,124,12.021,0,0,0,0,0,0,0,0,叢集-3,3,3,4,3
591632,H,42,1,124,10.838,0,0,0,0,1,0,1,0,叢集-2,2,3,4,2
591633,V,48,1,48,13.506,0,0,0,1,0,0,0,0,叢集-2,2,4,2,5
591639,H,43,0,89,12.338,0,0,0,0,1,0,0,0,叢集-2,2,3,3,4
591806,V,55,0,124,11.443,0,0,0,0,0,0,0,0,叢集-2,2,4,4,3
591805,H,50,1,124,12.104,0,0,0,0,0,0,0,0,叢集-3,3,4,4,4
591804,H,80,0,121,11.301,0,0,0,0,0,0,0,0,叢集-2,2,5,4,3
591800,H,79,0,124,11.881,0,0,0,0,1,0,1,0,叢集-3,3,5,4,3
